Label,x,Site,Y,X,Z,Valid,Manufact.,Type-generator,"Power, rated",Rotor diameter,Hub height,Row data/Description,Creator,Name,User label,Result,Efficiency,Regional / Correction Factor,Equivalent roughness,Free mean wind speed,HP-value
36,New,H,"1,513,014","7,038,136",439.9,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1199)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-44,"11,408.25",92.8774,1,,7.25,100.5
37,New,H,"1,514,351","7,036,700",430,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1200)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-45,"10,706.24",92.8368,1,,7.01,100.7
38,New,H,"1,514,508","7,038,972",470,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1201)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-6,"11,318.63",85.7723,1,,7.59,100.6
39,New,H,"1,511,167","7,038,483",420,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1202)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-7,"10,433.58",87.1724,1,,7.15,100.6
40,New,H,"1,511,280","7,037,611",439.9,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1203)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-8,"10,688.37",88.1844,1,,7.2,100.5
41,New,H,"1,513,427","7,038,832",452.3,Yes,SENVION,MM122-3.2 at 122m,"3,200",122,119,"SENVION 3.2M122 NES 3200 122.0 !O! hub: 119,0 m (TOT: 180,0 m) (1204)",EMD,Level 0 - Measured - Before trafo - open mode - 09-2015,HOC-9,"11,169.57",87.1075,1,,7.45,100.5
1,New,H,"1,513,679","7,037,097",427.2,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1164)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-10,"13,334.93",91.7159,1,,7.41,99.3
2,New,H,"1,513,858","7,039,015",460,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1165)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-11,"13,078.79",82.5433,1,,7.84,99.5
3,New,H,"1,513,175","7,040,011",431.9,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1166)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-12,"13,242.28",87.1043,1,,7.63,99.4
4,New,H,"1,514,436","7,039,734",451.2,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1167)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-13,"13,197.91",84.4035,1,,7.77,99.5
5,New,H,"1,514,564","7,037,843",455.1,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1168)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-14,"13,079.48",83.8316,1,,7.76,99.5
6,New,H,"1,508,661","7,038,946",500,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1169)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-15,"15,810.63",98.5645,1,,7.91,99.6
7,New,H,"1,509,725","7,038,350",458.3,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1170)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-16,"13,870.70",92.0571,1,,7.59,99.3
8,New,H,"1,513,886","7,040,017",442.3,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1171)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-18,"12,769.70",82.4625,1,,7.72,99.4
9,New,H,"1,512,776","7,040,337",420,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1172)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-19,"13,742.04",90.6136,1,,7.62,99.4
10,New,H,"1,514,576","7,037,362",440,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1173)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-2,"12,595.41",85.2769,1,,7.49,99.3
11,New,H,"1,509,881","7,038,873",460,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1174)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-20,"13,717.73",90.9305,1,,7.59,99.3
12,New,H,"1,511,684","7,037,999",401.9,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1175)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-21,"12,329.65",87.7208,1,,7.25,99.4
13,New,H,"1,514,136","7,038,218",450.6,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1176)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-22,"12,658.96",81.9517,1,,7.71,99.4
14,New,H,"1,510,907","7,038,117",440,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1177)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-23,"12,886.80",84.4268,1,,7.65,99.4
15,New,H,"1,513,590","7,037,953",451.6,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1178)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-24,"12,912.03",83.9132,1,,7.69,99.4
16,New,H,"1,514,218","7,039,310",470,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1179)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-25,"13,315.21",82.6207,1,,7.93,99.7
17,New,H,"1,510,074","7,037,445",464.3,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1180)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-26,"14,302.60",93.2644,1,,7.67,99.4
18,New,H,"1,514,844","7,036,892",442,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1181)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-27,"13,039.60",89.2749,1,,7.44,99.3
19,New,H,"1,513,430","7,037,593",432.1,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1182)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-28,"13,224.72",89.2455,1,,7.5,99.3
20,New,H,"1,510,471","7,037,973",440,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1183)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-29,"12,395.87",83.8177,1,,7.5,99.3
21,New,H,"1,511,153","7,036,979",473.8,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1184)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-3,"14,302.62",90.8752,1,,7.81,99.5
22,New,H,"1,510,788","7,037,445",450,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1185)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-30,"13,056.72",85.3475,1,,7.66,99.4
23,New,H,"1,513,978","7,040,712",414.4,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1186)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-32,"13,411.20",90.419,1,,7.51,99.3
24,New,H,"1,510,252","7,038,518",447.9,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1187)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-33,"12,832.15",85.6833,1,,7.55,99.3
25,New,H,"1,513,471","7,040,307",424.9,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1188)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-34,"12,607.85",84.6839,1,,7.53,99.3
26,New,H,"1,515,082","7,037,303",452.7,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1189)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-35,"13,174.96",86.7279,1,,7.63,99.4
27,New,H,"1,510,807","7,038,884",440,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1190)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-36,"13,655.37",89.0499,1,,7.67,99.4
28,New,H,"1,514,573","7,038,534",454.3,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1191)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-37,"12,854.41",83.8901,1,,7.67,99.4
29,New,H,"1,513,293","7,039,252",443.7,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1192)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-38,"13,427.75",86.8834,1,,7.71,99.4
30,New,H,"1,512,558","7,040,716",404,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1193)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-39,"13,729.81",93.2284,1,,7.48,99.3
31,New,H,"1,513,623","7,039,649",450,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1194)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-4,"13,013.95",83.3212,1,,7.77,99.5
32,New,H,"1,514,025","7,037,574",459.4,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1195)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-40,"13,223.60",84.6921,1,,7.77,99.5
33,New,H,"1,509,931","7,037,915",447.6,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1196)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-41,"13,197.36",89.6815,1,,7.48,99.3
34,New,H,"1,510,579","7,037,063",461,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1197)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-42,"14,067.00",92.3127,1,,7.64,99.4
35,New,H,"1,513,522","7,038,429",446.1,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1198)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-43,"13,006.25",84.884,1,,7.67,99.4
36,New,H,"1,513,014","7,038,136",439.9,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1199)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-44,"13,799.66",91.5359,1,,7.58,99.3
37,New,H,"1,514,351","7,036,700",430,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1200)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-45,"13,118.05",91.5379,1,,7.35,99.3
38,New,H,"1,514,508","7,038,972",470,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1201)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-6,"13,327.75",82.9538,1,,7.92,99.6
39,New,H,"1,511,167","7,038,483",420,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1202)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-7,"12,492.07",84.7154,1,,7.48,99.3
40,New,H,"1,511,280","7,037,611",439.9,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1203)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-8,"12,830.90",85.9378,1,,7.54,99.3
41,New,H,"1,513,427","7,038,832",452.3,Yes,Siemens,SWT-3.6-130 at 135m,"3,600",130,135,"Siemens SWT-3.6-130 3600 130.0 !O! hub: 135,0 m (TOT: 200,0 m) (1204)",EMD,Level 0 - Calculated - Std. 106dB - 04-2016,HOC-9,"13,285.49",84.7549,1,,7.78,99.5
