Label,x,Site,Y,X,Z,Valid,Manufact.,Type-generator,"Power, rated",Rotor diameter,Hub height,Row data/Description,Creator,Name,User label,Result,Efficiency,Regional / Correction Factor,Equivalent roughness,Free mean wind speed,HP-value
25,New,H,"1,513,471","7,040,307",424.9,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1188)",USER,Noise Mode = 0,HOC-34,"11,232.42",85.2513,1,,7.21,95.8
26,New,H,"1,515,082","7,037,303",452.7,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1189)",USER,Noise Mode = 0,HOC-35,"11,768.18",87.1404,1,,7.31,96
27,New,H,"1,510,807","7,038,884",440,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1190)",USER,Noise Mode = 0,HOC-36,"12,252.55",89.4909,1,,7.37,96.1
28,New,H,"1,514,573","7,038,534",454.3,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1191)",USER,Noise Mode = 0,HOC-37,"11,483.24",84.3818,1,,7.34,96.1
29,New,H,"1,513,293","7,039,252",443.7,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1192)",USER,Noise Mode = 0,HOC-38,"12,047.57",87.396,1,,7.39,96.2
30,New,H,"1,512,558","7,040,716",404,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1193)",USER,Noise Mode = 0,HOC-39,"12,165.41",93.3987,1,,7.16,95.7
31,New,H,"1,513,623","7,039,649",450,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1194)",USER,Noise Mode = 0,HOC-4,"11,724.92",84.041,1,,7.45,96.4
32,New,H,"1,514,025","7,037,574",459.4,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1195)",USER,Noise Mode = 0,HOC-40,"11,918.67",85.4372,1,,7.45,96.4
33,New,H,"1,509,931","7,037,915",447.6,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1196)",USER,Noise Mode = 0,HOC-41,"11,717.70",90.2979,1,,7.15,95.6
34,New,H,"1,510,579","7,037,063",461,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1197)",USER,Noise Mode = 0,HOC-42,"12,560.91",92.7464,1,,7.31,96
35,New,H,"1,513,522","7,038,429",446.1,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1198)",USER,Noise Mode = 0,HOC-43,"11,654.32",85.5734,1,,7.34,96.1
36,New,H,"1,513,014","7,038,136",439.9,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1199)",USER,Noise Mode = 0,HOC-44,"12,340.96",91.9547,1,,7.27,95.9
37,New,H,"1,514,351","7,036,700",430,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1200)",USER,Noise Mode = 0,HOC-45,"11,568.50",91.8768,1,,7.03,95.4
38,New,H,"1,514,508","7,038,972",470,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1201)",USER,Noise Mode = 0,HOC-6,"12,070.98",83.6841,1,,7.61,96.8
39,New,H,"1,511,167","7,038,483",420,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1202)",USER,Noise Mode = 0,HOC-7,"11,149.97",85.291,1,,7.17,95.7
40,New,H,"1,511,280","7,037,611",439.9,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1203)",USER,Noise Mode = 0,HOC-8,"11,451.52",86.4811,1,,7.22,95.8
41,New,H,"1,513,427","7,038,832",452.3,Yes,Vestas,V126-3.45 at 120m,"3,450",126,120,"Envision V126-3.45MW 3450 126.0 !-! hub: 120,0 m (TOT: 183,0 m) (1204)",USER,Noise Mode = 0,HOC-9,"11,971.43",85.4189,1,,7.47,96.4
1,New,H,"1,513,679","7,037,097",427.2,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1164)",USER,Power Mode = 3600; Serrations = True,HOC-10,"14,406.87",92.2331,1,,7.52,98.6
2,New,H,"1,513,858","7,039,015",460,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1165)",USER,Power Mode = 3600; Serrations = True,HOC-11,"14,259.71",84.4731,1,,7.94,100.2
3,New,H,"1,513,175","7,040,011",431.9,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1166)",USER,Power Mode = 3600; Serrations = True,HOC-12,"14,312.74",88.0659,1,,7.74,99.4
4,New,H,"1,514,436","7,039,734",451.2,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1167)",USER,Power Mode = 3600; Serrations = True,HOC-13,"14,399.36",86.282,1,,7.88,99.9
5,New,H,"1,514,564","7,037,843",455.1,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1168)",USER,Power Mode = 3600; Serrations = True,HOC-14,"14,239.59",85.7162,1,,7.85,99.8
6,New,H,"1,508,661","7,038,946",500,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1169)",USER,Power Mode = 3600; Serrations = True,HOC-15,"16,804.41",98.6331,1,,8,100.4
7,New,H,"1,509,725","7,038,350",458.3,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1170)",USER,Power Mode = 3600; Serrations = True,HOC-16,"14,923.97",92.544,1,,7.69,99.2
8,New,H,"1,513,886","7,040,017",442.3,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1171)",USER,Power Mode = 3600; Serrations = True,HOC-18,"13,992.79",84.6485,1,,7.82,99.7
9,New,H,"1,512,776","7,040,337",420,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1172)",USER,Power Mode = 3600; Serrations = True,HOC-19,"14,798.59",91.2837,1,,7.72,99.3
10,New,H,"1,514,576","7,037,362",440,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1173)",USER,Power Mode = 3600; Serrations = True,HOC-2,"13,746.17",86.7443,1,,7.6,98.9
11,New,H,"1,509,881","7,038,873",460,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1174)",USER,Power Mode = 3600; Serrations = True,HOC-20,"14,828.82",91.8608,1,,7.7,99.2
12,New,H,"1,511,684","7,037,999",401.9,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1175)",USER,Power Mode = 3600; Serrations = True,HOC-21,"13,475.56",89.0043,1,,7.36,98.1
13,New,H,"1,514,136","7,038,218",450.6,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1176)",USER,Power Mode = 3600; Serrations = True,HOC-22,"13,842.04",83.9226,1,,7.82,99.7
14,New,H,"1,510,907","7,038,117",440,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1177)",USER,Power Mode = 3600; Serrations = True,HOC-23,"14,038.45",86.1507,1,,7.75,99.4
15,New,H,"1,513,590","7,037,953",451.6,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1178)",USER,Power Mode = 3600; Serrations = True,HOC-24,"14,059.16",85.5286,1,,7.8,99.6
16,New,H,"1,514,218","7,039,310",470,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1179)",USER,Power Mode = 3600; Serrations = True,HOC-25,"14,502.61",84.6135,1,,8.04,100.4
17,New,H,"1,510,074","7,037,445",464.3,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1180)",USER,Power Mode = 3600; Serrations = True,HOC-26,"15,342.88",93.6366,1,,7.78,99.5
18,New,H,"1,514,844","7,036,892",442,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1181)",USER,Power Mode = 3600; Serrations = True,HOC-27,"14,156.05",90.2617,1,,7.55,98.7
19,New,H,"1,513,430","7,037,593",432.1,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1182)",USER,Power Mode = 3600; Serrations = True,HOC-28,"14,311.28",90.0506,1,,7.61,98.9
20,New,H,"1,510,471","7,037,973",440,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1183)",USER,Power Mode = 3600; Serrations = True,HOC-29,"13,568.69",85.5402,1,,7.61,98.9
21,New,H,"1,511,153","7,036,979",473.8,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1184)",USER,Power Mode = 3600; Serrations = True,HOC-3,"15,381.61",91.7565,1,,7.91,100
22,New,H,"1,510,788","7,037,445",450,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1185)",USER,Power Mode = 3600; Serrations = True,HOC-30,"14,225.10",86.99,1,,7.77,99.5
23,New,H,"1,513,978","7,040,712",414.4,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1186)",USER,Power Mode = 3600; Serrations = True,HOC-32,"14,543.13",91.4417,1,,7.62,99
24,New,H,"1,510,252","7,038,518",447.9,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1187)",USER,Power Mode = 3600; Serrations = True,HOC-33,"14,009.93",87.2899,1,,7.66,99.1
25,New,H,"1,513,471","7,040,307",424.9,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1188)",USER,Power Mode = 3600; Serrations = True,HOC-34,"13,768.66",86.3059,1,,7.64,99
26,New,H,"1,515,082","7,037,303",452.7,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1189)",USER,Power Mode = 3600; Serrations = True,HOC-35,"14,350.64",88.3469,1,,7.74,99.4
27,New,H,"1,510,807","7,038,884",440,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1190)",USER,Power Mode = 3600; Serrations = True,HOC-36,"14,783.41",90.3036,1,,7.77,99.5
28,New,H,"1,514,573","7,038,534",454.3,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1191)",USER,Power Mode = 3600; Serrations = True,HOC-37,"14,017.42",85.5592,1,,7.78,99.5
29,New,H,"1,513,293","7,039,252",443.7,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1192)",USER,Power Mode = 3600; Serrations = True,HOC-38,"14,470.70",87.7067,1,,7.81,99.6
30,New,H,"1,512,558","7,040,716",404,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1193)",USER,Power Mode = 3600; Serrations = True,HOC-39,"14,779.40",93.6085,1,,7.58,98.8
31,New,H,"1,513,623","7,039,649",450,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1194)",USER,Power Mode = 3600; Serrations = True,HOC-4,"14,169.08",85.0522,1,,7.87,99.9
32,New,H,"1,514,025","7,037,574",459.4,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1195)",USER,Power Mode = 3600; Serrations = True,HOC-40,"14,383.92",86.371,1,,7.87,99.9
33,New,H,"1,509,931","7,037,915",447.6,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1196)",USER,Power Mode = 3600; Serrations = True,HOC-41,"14,298.34",90.5735,1,,7.59,98.8
34,New,H,"1,510,579","7,037,063",461,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1197)",USER,Power Mode = 3600; Serrations = True,HOC-42,"15,135.07",92.9045,1,,7.74,99.4
35,New,H,"1,513,522","7,038,429",446.1,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1198)",USER,Power Mode = 3600; Serrations = True,HOC-43,"14,125.81",86.2488,1,,7.77,99.5
36,New,H,"1,513,014","7,038,136",439.9,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1199)",USER,Power Mode = 3600; Serrations = True,HOC-44,"14,838.44",92.0419,1,,7.68,99.1
37,New,H,"1,514,351","7,036,700",430,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1200)",USER,Power Mode = 3600; Serrations = True,HOC-45,"14,200.18",92.1531,1,,7.46,98.4
38,New,H,"1,514,508","7,038,972",470,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1201)",USER,Power Mode = 3600; Serrations = True,HOC-6,"14,513.88",84.9125,1,,8.02,100.4
39,New,H,"1,511,167","7,038,483",420,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1202)",USER,Power Mode = 3600; Serrations = True,HOC-7,"13,694.59",86.6791,1,,7.58,98.8
40,New,H,"1,511,280","7,037,611",439.9,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1203)",USER,Power Mode = 3600; Serrations = True,HOC-8,"13,991.18",87.5284,1,,7.64,99
41,New,H,"1,513,427","7,038,832",452.3,Yes,Vestas,V136-3.6 at 140m,"3,600",136,140,"Envision V136-3.6MW 3600 136.0 !-! hub: 140,0 m (TOT: 208,0 m) (1204)",USER,Power Mode = 3600; Serrations = True,HOC-9,"14,373.73",86.0071,1,,7.89,99.9
1,New,H,"1,513,679","7,037,097",427.2,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1164)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-10,"11,269.14",91.5165,1,,6.86,100.7
2,New,H,"1,513,858","7,039,015",460,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1165)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-11,"11,376.39",82.7128,1,,7.31,100.5
3,New,H,"1,513,175","7,040,011",431.9,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1166)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-12,"11,377.47",86.9491,1,,7.11,100.7
4,New,H,"1,514,436","7,039,734",451.2,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1167)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-13,"11,356.03",84.1727,1,,7.23,100.6
5,New,H,"1,514,564","7,037,843",455.1,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1168)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-14,"11,517.56",84.1837,1,,7.29,100.6
6,New,H,"1,508,661","7,038,946",500,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1169)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-15,"13,931.88",98.5369,1,,7.44,100.5
7,New,H,"1,509,725","7,038,350",458.3,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1170)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-16,"11,902.97",92.1543,1,,7.05,100.8
8,New,H,"1,513,886","7,040,017",442.3,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1171)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-18,"11,050.61",82.5321,1,,7.2,100.6
9,New,H,"1,512,776","7,040,337",420,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1172)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-19,"11,813.33",90.3968,1,,7.1,100.7
10,New,H,"1,514,576","7,037,362",440,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1173)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-2,"10,709.54",85.2726,1,,6.94,100.8
11,New,H,"1,509,881","7,038,873",460,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1174)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-20,"11,775.06",90.9303,1,,7.06,100.8
12,New,H,"1,511,684","7,037,999",401.9,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1175)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-21,"10,377.20",87.5197,1,,6.71,100.6
13,New,H,"1,514,136","7,038,218",450.6,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1176)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-22,"10,934.27",82.0411,1,,7.18,100.7
14,New,H,"1,510,907","7,038,117",440,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1177)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-23,"11,193.67",84.6014,1,,7.14,100.7
15,New,H,"1,513,590","7,037,953",451.6,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1178)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-24,"11,118.11",83.8973,1,,7.15,100.7
16,New,H,"1,514,218","7,039,310",470,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1179)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-25,"11,639.29",82.7724,1,,7.42,100.5
17,New,H,"1,510,074","7,037,445",464.3,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1180)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-26,"12,325.59",93.375,1,,7.14,100.7
18,New,H,"1,514,844","7,036,892",442,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1181)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-27,"11,053.39",89.1531,1,,6.89,100.7
19,New,H,"1,513,430","7,037,593",432.1,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1182)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-28,"11,253.94",89.1341,1,,6.95,100.8
20,New,H,"1,510,471","7,037,973",440,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1183)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-29,"10,554.69",83.9381,1,,6.94,100.8
21,New,H,"1,511,153","7,036,979",473.8,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1184)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-3,"12,462.65",90.9738,1,,7.3,100.6
22,New,H,"1,510,788","7,037,445",450,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1185)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-30,"11,248.10",85.536,1,,7.12,100.7
23,New,H,"1,513,978","7,040,712",414.4,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1186)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-32,"11,378.74",90.0977,1,,6.96,100.8
24,New,H,"1,510,252","7,038,518",447.9,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1187)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-33,"10,948.34",85.7638,1,,7,100.9
25,New,H,"1,513,471","7,040,307",424.9,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1188)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-34,"10,771.10",84.6099,1,,6.99,100.9
26,New,H,"1,515,082","7,037,303",452.7,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1189)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-35,"11,324.04",86.6258,1,,7.1,100.7
27,New,H,"1,510,807","7,038,884",440,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1190)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-36,"11,833.12",89.0759,1,,7.17,100.7
28,New,H,"1,514,573","7,038,534",454.3,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1191)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-37,"11,005.42",83.668,1,,7.12,100.7
29,New,H,"1,513,293","7,039,252",443.7,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1192)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-38,"11,580.38",86.7004,1,,7.19,100.6
30,New,H,"1,512,558","7,040,716",404,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1193)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-39,"11,700.14",92.954,1,,6.95,100.8
31,New,H,"1,513,623","7,039,649",450,No,GE WIND ENERGY,GE 3.4-130 at 110m,"3,430",130,110,"GE WIND ENERGY 3.4-130 3430 130.0 !-! hub: 110,0 m (TOT: 175,0 m) (1194)",EMD,Level 0 - 3.4-130 NO mid TI - 04-2016,HOC-4,"11,274.03",83.3695,1,,7.24,100.6
